1	2	10	4	7	6	49	18	46	9	48	44	42	43	5	5	38	39	40	41	17	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
1	2	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	19	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	20	5	5	5	5	5	5	5	5	5	5	5	5	5	0
3	2	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	5	5	21	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
5	5	5	5	5	22	23	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	24	5	5	5	5	5	5	5	5	5	5	5	0
5	5	5	5	29	25	26	27	8	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	5	5	28	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	10	5	5	5	5	5	5	31	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	47	5	5	5	5	5	5	5	0
11	5	10	5	5	5	5	5	5	5	5	5	5	5	11	14	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	36	5	0
5	5	12	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	12	5	5	5	5	5	5	5	5	5	5	5	5	14	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	36	0
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
5	5	16	5	5	5	5	15	5	15	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	36	5	5	5	0
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	45	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
5	5	10	5	5	5	5	32	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13	5	5	5	5	5	5	0
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
